sample path, correct (yes/no), result, prologTerm
Samples/CMDS/CMDS(defs).aps, yes, Bien typé., "prog([cmds(const(a,int,num(1))),cmds(const(b,int,num(3))),cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[id(a),id(b)]))])."
Samples/CMDS/CMDS(end).aps, yes, Bien typé., "prog([echo(num(42))])."
Samples/TYPE/TYPE.aps, yes, Bien typé., "prog([cmds(const(a,int,num(5))),echo(id(a))])."
Samples/TYPE/TYPES.aps, yes, Bien typé., "prog([cmds(fun(f,int,[(x,int),(y,bool)],app(id(add),[app(id(mul),[num(42),id(x)]),if(id(y),num(1),num(0))]))),echo(app(id(f),[num(1),id(true)]))])."
Samples/ER(2023_3).aps, yes, Bien typé., "prog([cmds(funRec(fib,int,[(x,int)],if(app(id(lt),[id(x),num(1)]),num(1),app(id(add),[app(id(fib),[app(id(sub),[id(x),num(1)])]),app(id(fib),[app(id(sub),[id(x),num(2)])])])))),echo(app(id(fib),[num(3)]))])."
Samples/prog7.aps, yes, Bien typé., "prog([echo(if(or(id(true),id(false)),num(5),num(10)))])."
Samples/DEF/DEF(const).aps, yes, Bien typé., "prog([cmds(const(a,int,num(3))),echo(id(a))])."
Samples/DEF/DEF(funRec).aps, yes, Bien typé., "prog([cmds(funRec(somme,int,[(n,int)],if(app(id(eq),[id(n),num(0)]),num(0),app(id(add),[id(n),app(id(somme),[app(id(sub),[id(n),num(1)])])])))),echo(app(id(somme),[num(3)]))])."
Samples/DEF/DEF(fun).aps, yes, Bien typé., "prog([cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[num(1),num(100)]))])."
Samples/EXPR/EXPR(if_1).aps, yes, Bien typé., "prog([echo(if(id(false),num(1),num(0)))])."
Samples/EXPR/EXPR(or_10).aps, yes, Bien typé., "prog([echo(if(or(id(true),id(false)),num(1),num(0)))])."
Samples/EXPR/EXPR(app_mul).aps, yes, Bien typé., "prog([echo(app(id(mul),[num(5),num(5)]))])."
Samples/EXPR/EXPR(app_f).aps, yes, Bien typé., "prog([cmds(fun(f,int,[(x,int),(y,int)],app(id(add),[app(id(mul),[num(42),id(x)]),app(id(sub),[app(id(div),[id(y),num(2)]),num(42)])]))),echo(app(id(f),[num(1),num(100)]))])."
Samples/EXPR/EXPR(not_0).aps, yes, Bien typé., "prog([echo(if(app(id(not),[id(false)]),num(1),num(0)))])."
Samples/EXPR/EXPR(if_0).aps, yes, Bien typé., "prog([echo(if(id(true),num(1),num(0)))])."
Samples/EXPR/EXPR(lt_0).aps, yes, Bien typé., "prog([echo(if(app(id(lt),[num(42),num(41)]),num(1),num(0)))])."
Samples/EXPR/EXPR(num).aps, yes, Bien typé., "prog([echo(num(42))])."
Samples/EXPR/EXPR(and_01).aps, yes, Bien typé., "prog([echo(if(and(id(false),id(true)),num(10),num(11)))])."
Samples/EXPR/EXPR(eq_1).aps, yes, Bien typé., "prog([echo(if(app(id(eq),[num(42),num(42)]),num(1),num(0)))])."
Samples/EXPR/EXPR(app_sub).aps, yes, Bien typé., "prog([echo(app(id(sub),[num(42),num(17)]))])."
Samples/EXPR/EXPR(and_11).aps, yes, Bien typé., "prog([echo(if(and(id(true),id(true)),num(10),num(11)))])."
Samples/EXPR/EXPR(app_add).aps, yes, Bien typé., "prog([echo(app(id(add),[num(1),num(42)]))])."
Samples/EXPR/EXPR(app_div).aps, yes, Bien typé., "prog([echo(app(id(div),[num(30),num(14)]))])."
Samples/EXPR/EXPR(or_01).aps, yes, Bien typé., "prog([echo(if(or(id(false),id(true)),num(1),num(0)))])."
Samples/EXPR/EXPR(not_1).aps, yes, Bien typé., "prog([echo(if(app(id(not),[id(true)]),num(1),num(0)))])."
Samples/EXPR/EXPR(or_11).aps, yes, Bien typé., "prog([echo(if(or(id(true),id(true)),num(1),num(0)))])."
Samples/EXPR/EXPR(or_00).aps, yes, Bien typé., "prog([echo(if(or(id(false),id(false)),num(1),num(0)))])."
Samples/EXPR/EXPR(id).aps, yes, Bien typé., "prog([cmds(const(a,int,num(3))),echo(id(a))])."
Samples/EXPR/EXPR(and_10).aps, yes, Bien typé., "prog([echo(if(and(id(true),id(false)),num(10),num(11)))])."
Samples/EXPR/EXPR(lt_1).aps, yes, Bien typé., "prog([echo(if(app(id(lt),[num(41),num(42)]),num(1),num(0)))])."
Samples/EXPR/EXPR(and_00).aps, yes, Bien typé., "prog([echo(if(and(id(false),id(false)),num(10),num(11)))])."
Samples/EXPR/EXPR(eq_0).aps, yes, Bien typé., "prog([echo(if(app(id(eq),[num(42),num(41)]),num(1),num(0)))])."
Samples/EXPR/EXPR(abs).aps, yes, Bien typé., "prog([cmds(fun(f,int,[(x,bool),(y,int)],if(id(x),id(y),num(0)))),echo(app(lambda([(b,bool)],app(id(f),[id(b),num(42)])),[id(true)]))])."
Samples/prog9.aps, yes, Bien typé., "prog([echo(app(lambda([(a,int)],app(id(sub),[id(a),num(2)])),[num(4)]))])."
